Word,Definition
Hake,"a. unseemly, unbecoming. hahakea. Naked, bare. whakahahake1.v.t. Pull the clothes off. Nga tikanga taua a te Maori whakahahake tangata nei (W.M. x, 200).   Ka mate te matua ka whakahahaketia…. Ka mutu te whakahahake, ka whakapepeketia nga wae-wae. (Describing the treatment of a corpse.)2.v.i. Stand naked.'"
Hake,n. Wooden bowl or trough. hakehaken. A vessel made by cutting a gourd; not so large as pararaha.'
Hakehakeā,"a. Facing one, opposite. Mano ki Hawaiki, ka tu hakehakea see hakehake'"
Hakeka,"keka, hakeken. Auricularia auricula-judea, Jew''s ear fungus. = hakeke hākekakekan. 1. = hakeka2.A brown, slimy, moss-like growth in stagnant or slow-running water. = kohuwai'"
Hakeke,"hākēkeken. 1.Auricularia auricula-judea, Jew''s ear fungus. He hakekeke piri ki te karaka (M. 141). He hakekeke pea, he harore pea (Mo. 44). = hakeka, hōkeke keka, taringa o Tiakiwai2.Olearia ilicifolia, a shrub. (Tahu.)3.Puffinus griseus, mutton-bird. = titi4.Used of great disparity in age between man and wife and vice versa. E tama he hakeke koe ki te moe kuia see kopepa'"
Hākere,"1.a. Stingy.2.v.t. Grudge, stint, appropriate to oneself. Kia hou taketake to ringa parapara, i hakerea ai te mano o te whenua (M. 129). hakerekere1.a. Gloomy, downcast. Hakerekere ana te hinengaro.2.Close-cropped, of hair.3.n. Multitude. Kia kai te tini, kia kai te mano, kia kai te hakerekere (K.).'"
Hāki,n. Ripple. Whakarongo te taringa nga tai e haki (S.).'
Haki,"int. Expressing disgust, reviling, often used with ra  Haki ra, te kino o tera kotiro. '"
Haki,"1.a. Meek, of no account see māhaki2.v.t. Cast away. Te tauaro hakina ki waho ki te uraura o te ra see kahaki'"
Hakihaki,"n. 1.Itch, skin disease. No reira te putake mai o te whewhe, o te hakihaki (J. xvi, 221.) see mahaki2.Worn-out mat.'"
Hakihakiā,a. Worthless.'
Haki-haratua,n. The twelfth lunar month. see Haratua (ii)'
Hakihea,n. The seventh lunar month.'
Hakikau,n. Wing. Maro tonu ona hakikau (M. 32) see pakikau'
Hākiki,"1.v.i. Be overbearing. Ka hakiki noa te tangata nei.2.a. Insulting, offensive. Paki atu, e whae, aku rongo hakiki (M. 7).3.Lazy. He pakihore ki te whatu haku mo te wahine, he hakurara ki te hanga whare ki te mahi kai ki te tarai waka; he hakiki tena.'"
Hakikoko,n. Shoulder-blade.'
Hākinakina,"v.i. Sport, enjoy oneself. E Hoka, tukua iho taua nei ki raro nei hakinakina ai (W. ii, 21).'"
Hakinono,n. A variety of kumara. = nonomea'
Hakirara,"hakurara1.a. Idling, trifling, lying. Te waha hakirara!2.v.t. Annoy, insult. A muri iho ka tahuri taua koroheke ki te hakirara i a ia (Pi. 133, 11).3.n. A light song, not a tangi or tau (M., title)'"
Hakiri,"1.v.t. Hear indistinctly. Kahore i hakiritia e au te reo o te tangata.2.v.i. Be heard or felt indistinctly. I hakiri ano i a au taua korero. —Katahi ano ka rongo ki te hakiri ika ki tana aho (T. 117). hākirikiria. Vague. I rongo hakirikiri au i eke mai a Ruauru i runga i tera waka, i a Mata-atua.'"
Hakituri,hakuturi'
Hākiwakiwa,"a. Dark, threatening, of clouds.'"
Hako,n. Anything used as a scoop or shovel see hango hakohakoa. Heaped up. Taki hakohako nga kete ka kohure. (R.).'
Hako,"a. Straight, erect (Sa., Fu., To., sako, hako) whakahakov.i. Bedeck oneself. Kai te whakahako a Puna.—He whakahako no tona tu, he pai tona tikanga. hakohakoa. Direct, unswerving, of even flight of birds, etc.'"
Hākoakoa,a. Happy see koa'
Hakoakoa,"hakuakuan. 1.Puffinus gavia gavia, fluttering shearwater. = pakaha2.Catharacta antarctia lonnbergi, southern skua. I nga pari ra, i nga piringa hakoakoa (M. 108).'"
Hākoke,"1.a. Vagrant, wandering. He tangata hakoke.2.v.i. Wander. Kei whea ranei a Mari e hakoke ana? see pakoke'"
Hakoke,"n. Sceloglaux albifacies, laughing owl. Me te pari hakoke Said of a steep or stony cultivation (Tr. xli, 231) see whekau (ii)'"
Hakoko,"1.a. Bent, concave, curved. Ka hakoko te ringa o te tangata ra i tona mate. Taranaki waewae hakoko (P.). (A saying applied to the Taranaki tribe on account of their practice of witchcraft.)2.n. Cramp.3.Mutton-bird, a large species of puffin.'"
Hakorā,"n. Larus novaehollandiae scopulinus, red-billed gull. = tarapunga(Tu.).'"
Hakono,n. Cleft in a rock.'
Hakorea,"a. 1.Indolent, lazy.2.Unskilful. He hakorea ra au nei, kaore au e mohio ki te raranga whariki.'"
Hākorekore,whakorekore see kore (i)'
Hakori,v.i. Be seen or understood. = whekori'
Hākoro,"n. 1.Old man.2.Father. Kahore ia i matau ko tona hakoro ia (Tr. vii, 34).3.Parent. Ka korero nga tamariki kia patua a ratou hakoro (Tr. vii, 33).'"
Hākorukoru,n. Wrinkle. hakorukorutiapass. Wrinkled. Kua hakorukorutia a Pinohi.'
Haku,"1.v.t. Complain of, find fault with. Te ai e tatou te haku ki tona matenga.—E kui ma nei, auraka au e hakua. —He po taua, tena e hoki kei tua o Manuka, i hakua hei aha te uri o Te Tahiwi? (M. 227).2.n. Cold, colic. hakuhaku1.v.t. Grumble at, annoy, tease. E kauaka ra nge an nei e hakuhakua (M. 140). Ka whakaae atu matou, e pai ana korua ko to tuahine, kaore a matou hakuhaku atu.2.a. Mouldy, rotten.'"
Haku,"n. 1.Seriola grandis, kingfish. Kitea he ānga na te haku (P.).2.Chief. Koia nga haku, koia ki te rangi, koia ki te kapua. (J. ix, 190)'"
Hakuhakutai,"v.i. Act in a lazy, slovenly manner. Kua hakuhakutai tera tangata.'"
Hākuai,"hokioi, hakuwain. Ka tukua iho e Tamaiwaho te hakuai hei whakaoho i a Tawhaki. '"
Hakuakua, see hakoakoa (ii)'
Hākui,"n. 1.Old woman.2.Mother. Ka hoki mai a Tane, ka tae mai ki te kainga o tona hakui (Tr. vii, 36).'"
Hākuikui,"n. A sea bird. Koia te hakuikui, koia te hakoakoa. see kuia'"
Hākuku,"1.v.t. Scrape. Hakukua te korari nei see harakuku, tuakuku2.n. Scrapings of flax.'"
Hakune,"v.i. Be deliberate, be careful. Hakune marie ai, kaore e hohoro. whakahakunev.i. Linger. Me ko hea to whare i whakahakune ai? (M. 161).'"
Hakurā,"n. 1.Mesoplodon spp., Scamperdown whale. I te tohora, i te hakura i te upokohue (W. iii, 25).2.Polyprion oxygeneios, a fish, the groper or large hapuku. Ka makaia mai ko nga ika pakupaku ma ratou, katahi ka murua nga hakura o nga waka.'"
Hakurara,"hakiraraa. Slovenly, lazy. He hakurara ia ki te hanga whare.'"
Hākure,"whakurev.t. 1.Catch lice. Ko te wahine a Toi e hakure kutu ana.2.Search the head for lice. Ka ki atu a Maui, “Hakurea toku upoko” (Tr. vii, 40). Ka ki atu a Tinirau kia Hine-te-iwaiwa, “Hakuretia ake taku upoko” (W. ii, 130).'"
Hakurea,a. Lazy.'
Hakuturi,hakiturin. 1.A term applied to birds in the expression Te tini o te Hakuturi (T. 55) 2.A figurative expression for an old man.'
Hākuwai,"hakuai, hokioin. An extinct bird, heard at night. Ka piki ano taua manu ka karanga ano a Hakuwai, “Hakuwai, Hakuwai, hu” (W. i, 116).'"
Hāmā,a. 1.Faded.2.Light-coloured see mā'
Hama,v.i. Be consumed. Kua hama te kai i te poaka.'
Hāmama,"1.a. Open, gaping.Ko te taniwha, kua hamama haere mai te waha (T. 151). Pae tahi hamama te rakau nei (This tree is more than one fathom is circumference; lit., one fathom gaping—the fathom being measured by the extended arms).Hamama tou waha (Open your mouth). 2.Vacant, exempt. Kei hea te wahi o te ao i hamama i te raru?3.v.i. Shout. I reira ka hamama te waha o te kuia raka ki te ki atu ki a ia (T. 165).   hāmamamamav.i. Yawn.'"
Hamanga,hemangaa. Not full. He hamanga te kete.'
Hāmaremare,vi. Have a slight cough see maremare'
Hamaruru,"1.a. Shut in, confined. I ahua kino te tunga o te whare nei i Takopa, he hamaruru.2.Projecting, sticking out.3.n. Crutch of a ko, or digging implement.'"
Hāmeme,"v.i. 1.Mutter. E hameme ana te turoro.2.Murmur, grumble.'"
Hamero, see Mero whakahamerov.i. Make grimaces.'
Hamiti,hamuti'
Hamo,"n. 1.A variety of kumara.2.Back of head.Kēkē kau ana te parera, e rua o kanohi, timo ana i to hamo, pao ana i to rae. = kohamo. Hamo pango , black head (i.e., head turned in flight), coward. '"
Hāmoamoa,"n. 1.Clay.2.Small spherical stones consisting of iron pyrites, which were used as bullets by Maoris in the war of 1865.'"
Hāmoemoe,"1.a. Sleepy.2.v.i. Doze. He hamoemoe noa i te ra (W.M. viii, 12).'"
Hāmoko,n. Bundles of raupo forming the walls of a Maori building.'
Hāmonemone,hamoremore'
Hamore,"a. Cropped, shorn, bare. hāmoremorea. Bare of branches, smooth-barrelled, of a tree.'"
Hamu,"v.t. Gather things that are thinly scattered, glean. Ka ongeonge nga kai ka hamu ai i nga puka. —Ka ori i te whare ki te hamu rarauhe (S. 47). hamuhamuv.i. Eat scraps of food. Ka hemo i te kai, ka haere ki nga pae o nga umu ra, hamuhamu ai (Pi. 135, 3).'"
Hāmua,"n. 1.A variety of native rat seldom eaten, its cry, kato, was an ill omen. Mo matou i noho me he hamua kiore i Maupaki (W. v. 116).2.Elder brother or sister. Ko te whenua i poroporoakina e to tupuna ki a maua ko toku hamua. = tuakana'"
Hamumu,"v.i. Speak. Kihai hoki i hamumu atu te wahine ra (T. 164). hāmumumumuv.i. Mutter, make an indistinct sound. Te mea e hamumumumu nei, me te waha tangata.'"
Hamurara,Te hamurara ra noa i uta ra (K.). '
Hāmure,"1.v.i. Do anything a little at a time, dawdle.2.a. Dilatory.3.v.t. Catch vermin in the hair. (Ngi.) = hapaki, hakure'"
Hamuti,n. 1.Human excrement.2.Privy. He poporo tu ki te hamuti (P. 25).'
Hana,"hahana1.v.i. Shine, glow, give forth heat. Kua mate a Waikare, ina hoki te hahana o te kanohi o te tangata nei (Wai. 44).2.n. Flame, gleam, glow. Tineia te mura, tineia te hana (K.).3.A garment of dressed flax smeared with red ochre. E kore ranei a Te Mui e whiwhi mai i tona nei hana? (M. 200). whakahanav.t. Hold up weapons, etc., in defiance. Ka whakahana i nga patu, me te pukana. hanahanan. 1.A cloak. = hana 32.Pudenda muliebria (T. 37)'"
Hane,"1.v.i. Be confounded, be silenced, be put to shame. Kei hane koe (M. 283).2.a. Rotten. Tana whare koiwi, koiwi ka hanea i te po (M. 248).3.n. Water. hanehanen. Decay, rottenness. Anana, ma te huhu, ma te popo, ma te hanehane (T. 5).'"
Hānea,"n. 1.A small black mussel.2.Rorippa islandica, a plant.'"
Hāneanea,"a. Pleasant, comfortable. I reira maua e haneanea ana i te ua.—Ka kai, ka haneanea, ka ki te kopu.'"
Hānene,a. Blowing gently. I ata hanene te haere mai o te hau ra. = anene'
Hanepī,"a. Confounded, dumbfounded. = hane'"
Hani,"a. A carved wooden weapon, used mainly by chiefs. Katahi ano te ringa o Whakatau ka kapo ki tana rakau, ki te hani (W. ii, 148). = maipi, taiaha'"
Hani,"hahani, hanihaniv.t. Speak ill of, disparage. Kati ra te hanihani i tou hoa. —Aku rongo hanihani ka puta i nga whenua (M. 204). No tenei tau ka hua nga hanihani ki runga ki a koe (W.M. xiii, 96). Na ka rongo te wahine nei i tona hahanitanga, ka kohukohutia a Ngati Awa.'"
Hani,"v.t. Graze, pass close by see wani'"
Hanikura,"hanikura-patun. Macomona liliana, a small bivalve shellfish with a thin red shell.'"
Hanina,n. A variety of taro.'
Hanu,n. Oven. = hangi see kaihanu'
Hanumi,"v.i. Be merged or swallowed up, be mixed. He pai taua pounamu, he ma etahi wahi, he kakariki etahi wahi hanumi haere ai. whakahanumiv.t. Mix, cause to be swallowed up see numi'"
Hānga, see hā 6'
Hanga,"1.v.t. Make, build. Heoi ano nga tohunga nana i hanga nga waka (T. 69). Kei te hanga i te taiepa oneone (T. 19).2.Fashion. Na toku tupuna au, na Rongotakawiu i hanga ka whakatupu tangata au (T. 57).3.n. Work, fabric.4.Business. He maha nga karakia mo te tarukenga, mo tenei hanga mo te kanga (T. 89).5.Practice, habit. Ko tana hanga he korero tonu.6.Thing, property. Tena ko te hanga i wehingia nei ko nga tuatara (T. 159). Ehara i te hanga, it is no ordinary thing. (An expression of admiration, etc.) Ehara i te hanga! Harawiniwini ana te kiri i te mataotao.  Note: So, also, Kihai i hanga ake tana wahine, he rangatira nui no tenei whenua (T. 196). '"
Hanga kino,"pudenda muliebria.7.People. Hei whakawehi mo te hanga i raro nei (M. 38). = hunga8.Head, of a tree. hangahangaa. 1.Frivolous, of no account. Hua noa he hangahanga noa nga korero a tera, kaore, he tika tou ia.2.Abundant, sufficient.3.Short, low, Ka hangahanga te tupu o te kapana. = hakahaka4.v. Fashion, work upon. akuanei au ka hangahanga atu. whakahangahangav.t. Handle gently. He mea whakahangahanga noa; nana noa i mate.'"
Hāngai,"a. 1.Opposite, confronting. Kia hangai mai tou kanohi.—I korerotia hangaitia ki a ia (It was spoken to his face).2.Across, at right angles, astride. Hangai pu nga waewae. He toki hangai, an adze. = he toki aronui(Bul. iv, 18, 19, 20)  hangaitangan. Counterpart, equivalent. Ko te hangaitanga o tana kupu he pai.'"
Hanganoa,"1.a. Of no account.2.n. Small basket for serving cooked food, roughly made of wide strips of green flax, hence its name see hanga, noa'"
Hangarau,"v.t. Jest with, befool. He aha tau i hangarau i a au? (T. 18). hangahangaraufrequentative 1.v.t. Continue to befool. E waiho ana koe hei hangahangarau maku (M. 269).2.a. Full of wiles. Maui hangahangarau (M. 297).'"
Hangareka,"i. or v.t. Jest, deceive. He hangareka kau te mahi a tenei tangata.'"
Hangaroa,"n. 1.Some kind of sea-shells which were strung together and worn as an ornament round the neck, waist, or ankle. Ko etahi taonga ano o te Maori he tiki ki te kaki, he kuru, he kapeu ki nga taringa, he hangaroa ki nga waewae, me te tu hangaroa ano ki te hope, me te maro waero ano.2.Also applied to ornamented belts or anklets of other materials.'"
Hangariki,a. Small. = matariki'
Hangaruru,"n. Forest land, dense brushwood see hamaruru, ngaruru'"
Hangatītī,v.t. Tease.'
Hangehange,"intensive ad. Used with maroke,  maroke hangehange, very dry, quite dry. Maroke hangehange te waka i runga i te kowhatu.   '"
Hangehange,"n. 1. Geniostoma ligustrifolium, a shrub. = hengahenga, papa2.Elaeocarpus dentatus, a tree. = hinau'"
Hāngengangenga,"a. Loose, flapping. Kaore e herea kia tino mau, engari kia hangengangenga noa iho.'"
Hangenge,"Hangengea. Powerless, weak. see ngenge'"
Hangenge,"n. Hemirhamphus intermedius, garfish. = takeke, ihe'"
Hangere,"1.a. Half full. He hangere tenei kete see tangere, takere2.n. Deep pool in a stream.'"
Hāngi,"n. 1.Native oven, consisting of a circular hole in the ground, in which the food was cooked by heated stones. Ka tahuna te hangi tapu, ka ngiha (T. 172).2.Contents of the oven. Koia a Tamure i mea ai ma tana kotiro e kai taua hangi (T. 173).3.Scarf, cut, or dip made in felling a tree. = umu'"
Hangina,a. Ulcerated. He hangina te u o te wahine nei.'
Hango,"n. Shovel. see hako (i) hangohango1.n. An implement for digging, and for setting potatoes, etc.2.v.t. Dig or plant with a hangohango. Kei te hangohango riwai nga tangata o tenei kainga.'"
Hāngoangoa,n. A plant.'
Hangongi,"a. Unripe, green.'"
Hangore,"a. 1.Flexible, yielding, not firmly fixed. Hangore ana nga niho o te hakui nei see ngore2.More than half full. E hangore and te kete i te kumara.'"
Hangoro,"hāngorongoroa. Slack, loose. Hangoro noa taku pikau see korokoro'"
Hāngorungoru,"a. Hanging in folds, wrinkled see korukoru'"
Hāngū,"a. Dumb, quiet, not talkative. He wahine hangu. —E kore taku tane a Ponga raua ko tana iwi e noho hangu, ka whai kupu ano ratou (W. iv, 47) see wahangu'"
Hāngū,"hāngunguv.t. Scrape strips of flax (as hukahuka) with a shell, to make it softer, more pliable, but not so as to disengage the fibre. He mea hangungu te harakeke ki te kuku, a ka raranga.—Kai te hāngū harakeke a Makurata see hākuku'"
Hanguru,"a. Rumble, grumble. hangurungurun. Grumbling.  Kua taka mai te wa hei whakamahuetanga mo nga hangurunguru, mo nga whakangaungau. (W.M. ii, 2).'"
Hangutu,n. Labia.'
Hao,"1.v.t. Draw a net, etc., round anything. He hokinga mai no nga waka o tona iwi i te hao kupenga ika (T. 141) see whao, kowhao2.Catch in a net, enclose. Kei te hao inanga, kei te rou kakahi hei o ki te taiapu (T. 157). Haoa koe te kupenga (M. 369). Ka pu te ruha, ka hao te rangatahi (P.).3.Make a clean sweep of anything. Tawhiti hao, a rat trap having several entrances.4.Capture a fortress.5.Grasp greedily.6.Be eager for, consider carefully. Kia ngata ai to puku, e hao nei ki te riri (M. 14)7.Steer to starboard a canoe, the opposite to tirau.8.n. Net. Hao-o-Rua, a constellation near Orion. Ko taua kupenga kai te takiwa o Te Kakau ma. Ko te ingoa o taua kupenga ko te Hao-o-Rua. (Te Kakau is Orion''s belt.)  9.Basket. Tu pupu, tu ngaro; tu hao, tu ea (A portion [of food] in a little bundle is a portion lost, a portion in a basket is a portion to be repaid) (P.). Katahi ano ka ruku, ka mahi te tangata ra a ka ki te hao.10.A curved kind of mutu kaka, or parrot snare. Waewae hao, bandy-legged.  11.Anaphobis habenata and Anguilla spp., mud eels. = putu whakahao1.v.t. Use as a net. Kupenga taratara i whakahaoa iho.2.n. Arctocephalus hookeri, sea-lion. Te hoa kakari o Te Wera, he whakahao (P.; Ika ii, 605). = kekeno, see poutoko, kautakoa, kaka hahaoa. Hollow haohaon. 1.Small basket for seed potatoes.2.Defamation. Kaore te korero kino, te haohao nunui (M. 204).3.Finger, especially on carved figures.'"
Hapa,"1.v.i. Be passed over in the apportionment of anything. Koia nei te whakatauki mo Paeko i nga wa e hapa ai te tangata i te hakari (W. v, 23).2.Be in need of anything.3.a. Gone by. Ka hapa koe ki Ruatahuna ka puta mai nga pukapuka mou. whakahapav.t. Leave destitute or neglected.'"
